conditions	conditions-href	title	other_names	symps	percentages	test	ages	age_freq	sex	sex_freq	race	race_freq	meds
Fracture of the vertebra	http://www.symcat.com/conditions/fracture-of-the-vertebra	Fracture of the vertebra	Also known as Spine Fracture and Spinal Fracture	Low back pain									
Fracture of the vertebra	http://www.symcat.com/conditions/fracture-of-the-vertebra	Fracture of the vertebra	Also known as Spine Fracture and Spinal Fracture								Hispanic		
Fracture of the vertebra	http://www.symcat.com/conditions/fracture-of-the-vertebra	Fracture of the vertebra	Also known as Spine Fracture and Spinal Fracture										Iron Polysaccharide
Fracture of the vertebra	http://www.symcat.com/conditions/fracture-of-the-vertebra	Fracture of the vertebra	Also known as Spine Fracture and Spinal Fracture										Iohexol (Omnipaque)
Fracture of the vertebra	http://www.symcat.com/conditions/fracture-of-the-vertebra	Fracture of the vertebra	Also known as Spine Fracture and Spinal Fracture				75+ years						
Fracture of the vertebra	http://www.symcat.com/conditions/fracture-of-the-vertebra	Fracture of the vertebra	Also known as Spine Fracture and Spinal Fracture		28								
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp		44								
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp	Skin irritation									
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp										Benzoyl Peroxide Topical
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp									0.7x	
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp	Pelvic pain									
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp						Female				
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp										Clobetasol Topical
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp				75+ years						
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp			Incision and drainage (I d)							
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp			Other non-OR therapeutic procedures on skin and breast							
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp	"Skin dryness, peeling, scaliness, or roughness"									
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp							1.1x			
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp	Irregular appearing scalp									
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp		26								
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp				30-44 years						
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp		42								
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp					1.8x					
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp										Dicloxacillin
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp						Male				
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp										Ketoconazole
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp									1.0x	
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp		11								
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp				45-59 years						
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp		25								
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp										Cephalexin
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp					0.5x					
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp		14								
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp				< 1 years						
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp					1.2x					
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp			Complete physical skin exam performed (ML)							
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp								White		
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp					0.9x					
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp									1.4x	
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp	Skin growth									
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp					0.2x					
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp		18								
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp					0.6x					
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp								Hispanic		
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp					1.3x					
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp			Culture wound							
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp										Bactrim
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp	Abnormal appearing skin									
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp								Other		
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp				5-14 years						
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp										Minocycline
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp	Itchy scalp									
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp		79								
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp		52								
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp										Doxycycline
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp				1-4 years						
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp				15-29 years						
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp										Clindamycin
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp			Excision of skin lesion							
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp									0.7x	
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp		22								
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp										Tetracycline
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp			Microscopic examination (bacterial smear; culture; toxicology)							
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp	Itching of skin									
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp	Skin swelling									
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp	Acne or pimples									
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp			Excision (Removal)							
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp		9								
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp			Biopsy							
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp					0.8x					
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp								Black		
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp	Skin lesion									
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp										Clindamycin Topical Product
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp		12								
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp										Mupirocin Topical
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp				60-74 years						
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp							0.9x			
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp										Chlorhexidine Topical
Fungal infection of the hair	http://www.symcat.com/conditions/fungal-infection-of-the-hair	Fungal infection of the hair	Also known as Tinea Capitis and Ringworm Of Scalp	Skin rash									
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"				60-74 years						
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"	"Skin dryness, peeling, scaliness, or roughness"									
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"	Acne or pimples									
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"										Terbinafine Topical
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"		28								
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"				75+ years						
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"										Ciclopirox Topical
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"					2.9x					
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"		86								
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"										Fluconazole (Diflucan)
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"								White		
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"				5-14 years						
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"						Female				
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"										Nystatin Topical Product
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"					0.5x					
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"							1.3x			
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"	Skin lesion									
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"				15-29 years						
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"	Itchy scalp									
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"									2.0x	
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"										Terbinafine (Lamisil)
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"				45-59 years						
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"					0.6x					
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"		35								
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"		7								
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"	Irregular appearing scalp									
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"	Abnormal appearing skin									
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"										Griseofulvin
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"										Clotrimazole Topical
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"					2.9x					
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"										Ketoconazole
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"		12								
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"		41								
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"						Male				
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"	Skin rash									
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"			Chlamydia test							
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"				< 1 years						
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"										Betamethasone-Clotrimazole Topical
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"					0.7x					
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"										Selenium Sulfide Topical
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"		13								
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"										Oxiconazole Topical
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"	Dry or flaky scalp									
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"								Other		
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"					1.0x					
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"								Hispanic		
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"										Econazole Topical
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"										Miconazole Topical Product
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"	Skin swelling									
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"				1-4 years						
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"			Microscopic examination (bacterial smear; culture; toxicology)							
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"					0.4x					
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"	Irregular appearing nails									
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"	Too little hair									
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"								Black		
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"			Complete physical skin exam performed (ML)							
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"									1.0x	
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"		22								
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"			Excision of skin lesion							
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"		12								
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"		19								
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"				30-44 years						
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"					1.0x					
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"	Itching of skin									
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"		7								
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"			Other diagnostic procedures on skin and subcutaneous tissue							
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"			Other non-OR therapeutic procedures on skin and breast							
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"		15								
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"							0.8x			
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"									0.9x	
