title	other_names	desc	diseases	side_effects
Tacrolimus (Prograf)	Also known as Prograf and Protopic	"Tacrolimus (also FK-506 or fujimycin, trade names Prograf, Advagraf, Protopic) is an immunosuppressive drug that is mainly used after allogeneic organ transplant to reduce the activity of the patient's immune system and so lower the risk of organ rejection. It is also used in a topical preparation in the treatment of atopic dermatitis (eczema), severe refractory uveitis after bone marrow transplants, exacerbations of minimal change disease, and the skin condition vitiligo."		Pharyngitis
Tacrolimus (Prograf)	Also known as Prograf and Protopic	"Tacrolimus (also FK-506 or fujimycin, trade names Prograf, Advagraf, Protopic) is an immunosuppressive drug that is mainly used after allogeneic organ transplant to reduce the activity of the patient's immune system and so lower the risk of organ rejection. It is also used in a topical preparation in the treatment of atopic dermatitis (eczema), severe refractory uveitis after bone marrow transplants, exacerbations of minimal change disease, and the skin condition vitiligo."		Low urine output
Tacrolimus (Prograf)	Also known as Prograf and Protopic	"Tacrolimus (also FK-506 or fujimycin, trade names Prograf, Advagraf, Protopic) is an immunosuppressive drug that is mainly used after allogeneic organ transplant to reduce the activity of the patient's immune system and so lower the risk of organ rejection. It is also used in a topical preparation in the treatment of atopic dermatitis (eczema), severe refractory uveitis after bone marrow transplants, exacerbations of minimal change disease, and the skin condition vitiligo."		Thrombocytopenia
Tacrolimus (Prograf)	Also known as Prograf and Protopic	"Tacrolimus (also FK-506 or fujimycin, trade names Prograf, Advagraf, Protopic) is an immunosuppressive drug that is mainly used after allogeneic organ transplant to reduce the activity of the patient's immune system and so lower the risk of organ rejection. It is also used in a topical preparation in the treatment of atopic dermatitis (eczema), severe refractory uveitis after bone marrow transplants, exacerbations of minimal change disease, and the skin condition vitiligo."		Hyperlipidemia
Tacrolimus (Prograf)	Also known as Prograf and Protopic	"Tacrolimus (also FK-506 or fujimycin, trade names Prograf, Advagraf, Protopic) is an immunosuppressive drug that is mainly used after allogeneic organ transplant to reduce the activity of the patient's immune system and so lower the risk of organ rejection. It is also used in a topical preparation in the treatment of atopic dermatitis (eczema), severe refractory uveitis after bone marrow transplants, exacerbations of minimal change disease, and the skin condition vitiligo."		Insomnia
Tacrolimus (Prograf)	Also known as Prograf and Protopic	"Tacrolimus (also FK-506 or fujimycin, trade names Prograf, Advagraf, Protopic) is an immunosuppressive drug that is mainly used after allogeneic organ transplant to reduce the activity of the patient's immune system and so lower the risk of organ rejection. It is also used in a topical preparation in the treatment of atopic dermatitis (eczema), severe refractory uveitis after bone marrow transplants, exacerbations of minimal change disease, and the skin condition vitiligo."		Paresthesia
Tacrolimus (Prograf)	Also known as Prograf and Protopic	"Tacrolimus (also FK-506 or fujimycin, trade names Prograf, Advagraf, Protopic) is an immunosuppressive drug that is mainly used after allogeneic organ transplant to reduce the activity of the patient's immune system and so lower the risk of organ rejection. It is also used in a topical preparation in the treatment of atopic dermatitis (eczema), severe refractory uveitis after bone marrow transplants, exacerbations of minimal change disease, and the skin condition vitiligo."		Hyperkalemia
Tacrolimus (Prograf)	Also known as Prograf and Protopic	"Tacrolimus (also FK-506 or fujimycin, trade names Prograf, Advagraf, Protopic) is an immunosuppressive drug that is mainly used after allogeneic organ transplant to reduce the activity of the patient's immune system and so lower the risk of organ rejection. It is also used in a topical preparation in the treatment of atopic dermatitis (eczema), severe refractory uveitis after bone marrow transplants, exacerbations of minimal change disease, and the skin condition vitiligo."		Anemia
Tacrolimus (Prograf)	Also known as Prograf and Protopic	"Tacrolimus (also FK-506 or fujimycin, trade names Prograf, Advagraf, Protopic) is an immunosuppressive drug that is mainly used after allogeneic organ transplant to reduce the activity of the patient's immune system and so lower the risk of organ rejection. It is also used in a topical preparation in the treatment of atopic dermatitis (eczema), severe refractory uveitis after bone marrow transplants, exacerbations of minimal change disease, and the skin condition vitiligo."		Chickenpox
Tacrolimus (Prograf)	Also known as Prograf and Protopic	"Tacrolimus (also FK-506 or fujimycin, trade names Prograf, Advagraf, Protopic) is an immunosuppressive drug that is mainly used after allogeneic organ transplant to reduce the activity of the patient's immune system and so lower the risk of organ rejection. It is also used in a topical preparation in the treatment of atopic dermatitis (eczema), severe refractory uveitis after bone marrow transplants, exacerbations of minimal change disease, and the skin condition vitiligo."		Diarrhea
Tacrolimus (Prograf)	Also known as Prograf and Protopic	"Tacrolimus (also FK-506 or fujimycin, trade names Prograf, Advagraf, Protopic) is an immunosuppressive drug that is mainly used after allogeneic organ transplant to reduce the activity of the patient's immune system and so lower the risk of organ rejection. It is also used in a topical preparation in the treatment of atopic dermatitis (eczema), severe refractory uveitis after bone marrow transplants, exacerbations of minimal change disease, and the skin condition vitiligo."		Atelectasis
Tacrolimus (Prograf)	Also known as Prograf and Protopic	"Tacrolimus (also FK-506 or fujimycin, trade names Prograf, Advagraf, Protopic) is an immunosuppressive drug that is mainly used after allogeneic organ transplant to reduce the activity of the patient's immune system and so lower the risk of organ rejection. It is also used in a topical preparation in the treatment of atopic dermatitis (eczema), severe refractory uveitis after bone marrow transplants, exacerbations of minimal change disease, and the skin condition vitiligo."		Fungal infection of the skin
Tacrolimus (Prograf)	Also known as Prograf and Protopic	"Tacrolimus (also FK-506 or fujimycin, trade names Prograf, Advagraf, Protopic) is an immunosuppressive drug that is mainly used after allogeneic organ transplant to reduce the activity of the patient's immune system and so lower the risk of organ rejection. It is also used in a topical preparation in the treatment of atopic dermatitis (eczema), severe refractory uveitis after bone marrow transplants, exacerbations of minimal change disease, and the skin condition vitiligo."		Abdominal pain
Tacrolimus (Prograf)	Also known as Prograf and Protopic	"Tacrolimus (also FK-506 or fujimycin, trade names Prograf, Advagraf, Protopic) is an immunosuppressive drug that is mainly used after allogeneic organ transplant to reduce the activity of the patient's immune system and so lower the risk of organ rejection. It is also used in a topical preparation in the treatment of atopic dermatitis (eczema), severe refractory uveitis after bone marrow transplants, exacerbations of minimal change disease, and the skin condition vitiligo."		Warts
Tacrolimus (Prograf)	Also known as Prograf and Protopic	"Tacrolimus (also FK-506 or fujimycin, trade names Prograf, Advagraf, Protopic) is an immunosuppressive drug that is mainly used after allogeneic organ transplant to reduce the activity of the patient's immune system and so lower the risk of organ rejection. It is also used in a topical preparation in the treatment of atopic dermatitis (eczema), severe refractory uveitis after bone marrow transplants, exacerbations of minimal change disease, and the skin condition vitiligo."		Hypokalemia
Tacrolimus (Prograf)	Also known as Prograf and Protopic	"Tacrolimus (also FK-506 or fujimycin, trade names Prograf, Advagraf, Protopic) is an immunosuppressive drug that is mainly used after allogeneic organ transplant to reduce the activity of the patient's immune system and so lower the risk of organ rejection. It is also used in a topical preparation in the treatment of atopic dermatitis (eczema), severe refractory uveitis after bone marrow transplants, exacerbations of minimal change disease, and the skin condition vitiligo."		Nausea
Tacrolimus (Prograf)	Also known as Prograf and Protopic	"Tacrolimus (also FK-506 or fujimycin, trade names Prograf, Advagraf, Protopic) is an immunosuppressive drug that is mainly used after allogeneic organ transplant to reduce the activity of the patient's immune system and so lower the risk of organ rejection. It is also used in a topical preparation in the treatment of atopic dermatitis (eczema), severe refractory uveitis after bone marrow transplants, exacerbations of minimal change disease, and the skin condition vitiligo."		Vomiting
Tacrolimus (Prograf)	Also known as Prograf and Protopic	"Tacrolimus (also FK-506 or fujimycin, trade names Prograf, Advagraf, Protopic) is an immunosuppressive drug that is mainly used after allogeneic organ transplant to reduce the activity of the patient's immune system and so lower the risk of organ rejection. It is also used in a topical preparation in the treatment of atopic dermatitis (eczema), severe refractory uveitis after bone marrow transplants, exacerbations of minimal change disease, and the skin condition vitiligo."		Acne
Tacrolimus (Prograf)	Also known as Prograf and Protopic	"Tacrolimus (also FK-506 or fujimycin, trade names Prograf, Advagraf, Protopic) is an immunosuppressive drug that is mainly used after allogeneic organ transplant to reduce the activity of the patient's immune system and so lower the risk of organ rejection. It is also used in a topical preparation in the treatment of atopic dermatitis (eczema), severe refractory uveitis after bone marrow transplants, exacerbations of minimal change disease, and the skin condition vitiligo."		Constipation
Tacrolimus (Prograf)	Also known as Prograf and Protopic	"Tacrolimus (also FK-506 or fujimycin, trade names Prograf, Advagraf, Protopic) is an immunosuppressive drug that is mainly used after allogeneic organ transplant to reduce the activity of the patient's immune system and so lower the risk of organ rejection. It is also used in a topical preparation in the treatment of atopic dermatitis (eczema), severe refractory uveitis after bone marrow transplants, exacerbations of minimal change disease, and the skin condition vitiligo."		Asthma
Tacrolimus (Prograf)	Also known as Prograf and Protopic	"Tacrolimus (also FK-506 or fujimycin, trade names Prograf, Advagraf, Protopic) is an immunosuppressive drug that is mainly used after allogeneic organ transplant to reduce the activity of the patient's immune system and so lower the risk of organ rejection. It is also used in a topical preparation in the treatment of atopic dermatitis (eczema), severe refractory uveitis after bone marrow transplants, exacerbations of minimal change disease, and the skin condition vitiligo."		Peripheral edema
Tacrolimus (Prograf)	Also known as Prograf and Protopic	"Tacrolimus (also FK-506 or fujimycin, trade names Prograf, Advagraf, Protopic) is an immunosuppressive drug that is mainly used after allogeneic organ transplant to reduce the activity of the patient's immune system and so lower the risk of organ rejection. It is also used in a topical preparation in the treatment of atopic dermatitis (eczema), severe refractory uveitis after bone marrow transplants, exacerbations of minimal change disease, and the skin condition vitiligo."		Itching of skin
Tacrolimus (Prograf)	Also known as Prograf and Protopic	"Tacrolimus (also FK-506 or fujimycin, trade names Prograf, Advagraf, Protopic) is an immunosuppressive drug that is mainly used after allogeneic organ transplant to reduce the activity of the patient's immune system and so lower the risk of organ rejection. It is also used in a topical preparation in the treatment of atopic dermatitis (eczema), severe refractory uveitis after bone marrow transplants, exacerbations of minimal change disease, and the skin condition vitiligo."		Joint pain
Tacrolimus (Prograf)	Also known as Prograf and Protopic	"Tacrolimus (also FK-506 or fujimycin, trade names Prograf, Advagraf, Protopic) is an immunosuppressive drug that is mainly used after allogeneic organ transplant to reduce the activity of the patient's immune system and so lower the risk of organ rejection. It is also used in a topical preparation in the treatment of atopic dermatitis (eczema), severe refractory uveitis after bone marrow transplants, exacerbations of minimal change disease, and the skin condition vitiligo."		Contact dermatitis
Tacrolimus (Prograf)	Also known as Prograf and Protopic	"Tacrolimus (also FK-506 or fujimycin, trade names Prograf, Advagraf, Protopic) is an immunosuppressive drug that is mainly used after allogeneic organ transplant to reduce the activity of the patient's immune system and so lower the risk of organ rejection. It is also used in a topical preparation in the treatment of atopic dermatitis (eczema), severe refractory uveitis after bone marrow transplants, exacerbations of minimal change disease, and the skin condition vitiligo."		Fever
Tacrolimus (Prograf)	Also known as Prograf and Protopic	"Tacrolimus (also FK-506 or fujimycin, trade names Prograf, Advagraf, Protopic) is an immunosuppressive drug that is mainly used after allogeneic organ transplant to reduce the activity of the patient's immune system and so lower the risk of organ rejection. It is also used in a topical preparation in the treatment of atopic dermatitis (eczema), severe refractory uveitis after bone marrow transplants, exacerbations of minimal change disease, and the skin condition vitiligo."		Swollen lymph nodes
Tacrolimus (Prograf)	Also known as Prograf and Protopic	"Tacrolimus (also FK-506 or fujimycin, trade names Prograf, Advagraf, Protopic) is an immunosuppressive drug that is mainly used after allogeneic organ transplant to reduce the activity of the patient's immune system and so lower the risk of organ rejection. It is also used in a topical preparation in the treatment of atopic dermatitis (eczema), severe refractory uveitis after bone marrow transplants, exacerbations of minimal change disease, and the skin condition vitiligo."		Cough
Tacrolimus (Prograf)	Also known as Prograf and Protopic	"Tacrolimus (also FK-506 or fujimycin, trade names Prograf, Advagraf, Protopic) is an immunosuppressive drug that is mainly used after allogeneic organ transplant to reduce the activity of the patient's immune system and so lower the risk of organ rejection. It is also used in a topical preparation in the treatment of atopic dermatitis (eczema), severe refractory uveitis after bone marrow transplants, exacerbations of minimal change disease, and the skin condition vitiligo."		Indigestion
Tacrolimus (Prograf)	Also known as Prograf and Protopic	"Tacrolimus (also FK-506 or fujimycin, trade names Prograf, Advagraf, Protopic) is an immunosuppressive drug that is mainly used after allogeneic organ transplant to reduce the activity of the patient's immune system and so lower the risk of organ rejection. It is also used in a topical preparation in the treatment of atopic dermatitis (eczema), severe refractory uveitis after bone marrow transplants, exacerbations of minimal change disease, and the skin condition vitiligo."		"Skin dryness, peeling, scaliness, or roughness"
Tacrolimus (Prograf)	Also known as Prograf and Protopic	"Tacrolimus (also FK-506 or fujimycin, trade names Prograf, Advagraf, Protopic) is an immunosuppressive drug that is mainly used after allogeneic organ transplant to reduce the activity of the patient's immune system and so lower the risk of organ rejection. It is also used in a topical preparation in the treatment of atopic dermatitis (eczema), severe refractory uveitis after bone marrow transplants, exacerbations of minimal change disease, and the skin condition vitiligo."		Painful menstruation
Tacrolimus (Prograf)	Also known as Prograf and Protopic	"Tacrolimus (also FK-506 or fujimycin, trade names Prograf, Advagraf, Protopic) is an immunosuppressive drug that is mainly used after allogeneic organ transplant to reduce the activity of the patient's immune system and so lower the risk of organ rejection. It is also used in a topical preparation in the treatment of atopic dermatitis (eczema), severe refractory uveitis after bone marrow transplants, exacerbations of minimal change disease, and the skin condition vitiligo."		Pain
Tacrolimus (Prograf)	Also known as Prograf and Protopic	"Tacrolimus (also FK-506 or fujimycin, trade names Prograf, Advagraf, Protopic) is an immunosuppressive drug that is mainly used after allogeneic organ transplant to reduce the activity of the patient's immune system and so lower the risk of organ rejection. It is also used in a topical preparation in the treatment of atopic dermatitis (eczema), severe refractory uveitis after bone marrow transplants, exacerbations of minimal change disease, and the skin condition vitiligo."		Shingles (herpes zoster) (Zoster)
Tacrolimus (Prograf)	Also known as Prograf and Protopic	"Tacrolimus (also FK-506 or fujimycin, trade names Prograf, Advagraf, Protopic) is an immunosuppressive drug that is mainly used after allogeneic organ transplant to reduce the activity of the patient's immune system and so lower the risk of organ rejection. It is also used in a topical preparation in the treatment of atopic dermatitis (eczema), severe refractory uveitis after bone marrow transplants, exacerbations of minimal change disease, and the skin condition vitiligo."		Eczema
Tacrolimus (Prograf)	Also known as Prograf and Protopic	"Tacrolimus (also FK-506 or fujimycin, trade names Prograf, Advagraf, Protopic) is an immunosuppressive drug that is mainly used after allogeneic organ transplant to reduce the activity of the patient's immune system and so lower the risk of organ rejection. It is also used in a topical preparation in the treatment of atopic dermatitis (eczema), severe refractory uveitis after bone marrow transplants, exacerbations of minimal change disease, and the skin condition vitiligo."		Flu
Tacrolimus (Prograf)	Also known as Prograf and Protopic	"Tacrolimus (also FK-506 or fujimycin, trade names Prograf, Advagraf, Protopic) is an immunosuppressive drug that is mainly used after allogeneic organ transplant to reduce the activity of the patient's immune system and so lower the risk of organ rejection. It is also used in a topical preparation in the treatment of atopic dermatitis (eczema), severe refractory uveitis after bone marrow transplants, exacerbations of minimal change disease, and the skin condition vitiligo."		Ear pain
Tacrolimus (Prograf)	Also known as Prograf and Protopic	"Tacrolimus (also FK-506 or fujimycin, trade names Prograf, Advagraf, Protopic) is an immunosuppressive drug that is mainly used after allogeneic organ transplant to reduce the activity of the patient's immune system and so lower the risk of organ rejection. It is also used in a topical preparation in the treatment of atopic dermatitis (eczema), severe refractory uveitis after bone marrow transplants, exacerbations of minimal change disease, and the skin condition vitiligo."		Skin disorder (Skin Disease)
Tacrolimus (Prograf)	Also known as Prograf and Protopic	"Tacrolimus (also FK-506 or fujimycin, trade names Prograf, Advagraf, Protopic) is an immunosuppressive drug that is mainly used after allogeneic organ transplant to reduce the activity of the patient's immune system and so lower the risk of organ rejection. It is also used in a topical preparation in the treatment of atopic dermatitis (eczema), severe refractory uveitis after bone marrow transplants, exacerbations of minimal change disease, and the skin condition vitiligo."		Weakness
Tacrolimus (Prograf)	Also known as Prograf and Protopic	"Tacrolimus (also FK-506 or fujimycin, trade names Prograf, Advagraf, Protopic) is an immunosuppressive drug that is mainly used after allogeneic organ transplant to reduce the activity of the patient's immune system and so lower the risk of organ rejection. It is also used in a topical preparation in the treatment of atopic dermatitis (eczema), severe refractory uveitis after bone marrow transplants, exacerbations of minimal change disease, and the skin condition vitiligo."		Itching of unknown cause
Tacrolimus (Prograf)	Also known as Prograf and Protopic	"Tacrolimus (also FK-506 or fujimycin, trade names Prograf, Advagraf, Protopic) is an immunosuppressive drug that is mainly used after allogeneic organ transplant to reduce the activity of the patient's immune system and so lower the risk of organ rejection. It is also used in a topical preparation in the treatment of atopic dermatitis (eczema), severe refractory uveitis after bone marrow transplants, exacerbations of minimal change disease, and the skin condition vitiligo."		Back pain
Rosuvastatin (Crestor)	Also known as Crestor	"Rosuvastatin (marketed by AstraZeneca as Crestor) is a member of the drug class of statins, used in combination with exercise, diet, and weight-loss to treat high cholesterol and related conditions, and to prevent cardiovascular disease. It was developed by Shionogi."	Cardiomyopathy	
Rosuvastatin (Crestor)	Also known as Crestor	"Rosuvastatin (marketed by AstraZeneca as Crestor) is a member of the drug class of statins, used in combination with exercise, diet, and weight-loss to treat high cholesterol and related conditions, and to prevent cardiovascular disease. It was developed by Shionogi."	Hyperlipidemia	
Rosuvastatin (Crestor)	Also known as Crestor	"Rosuvastatin (marketed by AstraZeneca as Crestor) is a member of the drug class of statins, used in combination with exercise, diet, and weight-loss to treat high cholesterol and related conditions, and to prevent cardiovascular disease. It was developed by Shionogi."	Hypertensive heart disease	
Rosuvastatin (Crestor)	Also known as Crestor	"Rosuvastatin (marketed by AstraZeneca as Crestor) is a member of the drug class of statins, used in combination with exercise, diet, and weight-loss to treat high cholesterol and related conditions, and to prevent cardiovascular disease. It was developed by Shionogi."	Ischemic heart disease	
Rosuvastatin (Crestor)	Also known as Crestor	"Rosuvastatin (marketed by AstraZeneca as Crestor) is a member of the drug class of statins, used in combination with exercise, diet, and weight-loss to treat high cholesterol and related conditions, and to prevent cardiovascular disease. It was developed by Shionogi."	Hypercholesterolemia	
Rosuvastatin (Crestor)	Also known as Crestor	"Rosuvastatin (marketed by AstraZeneca as Crestor) is a member of the drug class of statins, used in combination with exercise, diet, and weight-loss to treat high cholesterol and related conditions, and to prevent cardiovascular disease. It was developed by Shionogi."	Central atherosclerosis	
Rosuvastatin (Crestor)	Also known as Crestor	"Rosuvastatin (marketed by AstraZeneca as Crestor) is a member of the drug class of statins, used in combination with exercise, diet, and weight-loss to treat high cholesterol and related conditions, and to prevent cardiovascular disease. It was developed by Shionogi."	Coronary atherosclerosis	
Rosuvastatin (Crestor)	Also known as Crestor	"Rosuvastatin (marketed by AstraZeneca as Crestor) is a member of the drug class of statins, used in combination with exercise, diet, and weight-loss to treat high cholesterol and related conditions, and to prevent cardiovascular disease. It was developed by Shionogi."	Endocarditis	
Haloperidol	Also known as Haldol	Haloperidol is a dopamine inverse agonist of the typical antipsychotic class of medications. It is a butyrophenone derivative and has pharmacological effects similar to the phenothiazines.	Depressive or psychotic symptoms	
Haloperidol	Also known as Haldol	Haloperidol is a dopamine inverse agonist of the typical antipsychotic class of medications. It is a butyrophenone derivative and has pharmacological effects similar to the phenothiazines.	Hostile behavior	
Haloperidol	Also known as Haldol	Haloperidol is a dopamine inverse agonist of the typical antipsychotic class of medications. It is a butyrophenone derivative and has pharmacological effects similar to the phenothiazines.	Drug abuse (cocaine)	
Haloperidol	Also known as Haldol	Haloperidol is a dopamine inverse agonist of the typical antipsychotic class of medications. It is a butyrophenone derivative and has pharmacological effects similar to the phenothiazines.	Bipolar disorder	
Haloperidol	Also known as Haldol	Haloperidol is a dopamine inverse agonist of the typical antipsychotic class of medications. It is a butyrophenone derivative and has pharmacological effects similar to the phenothiazines.	Schizophrenia	
Haloperidol	Also known as Haldol	Haloperidol is a dopamine inverse agonist of the typical antipsychotic class of medications. It is a butyrophenone derivative and has pharmacological effects similar to the phenothiazines.	Delusions or hallucinations	
Haloperidol	Also known as Haldol	Haloperidol is a dopamine inverse agonist of the typical antipsychotic class of medications. It is a butyrophenone derivative and has pharmacological effects similar to the phenothiazines.	Psychotic disorder	
Haloperidol	Also known as Haldol	Haloperidol is a dopamine inverse agonist of the typical antipsychotic class of medications. It is a butyrophenone derivative and has pharmacological effects similar to the phenothiazines.	Fears and phobias	
Travoprost (Travatan)	Also known as Travatan	"Travoprost ophthalmic solution is a topical medication used for controlling the progression of glaucoma or ocular hypertension, by reducing intraocular pressure. It is a synthetic prostaglandin analog (or more specifically, an analog of prostaglandin F2_) that works by increasing the outflow of aqueous fluid from the eyes. It is also known by the brand names of Travatan and Travatan Z, manufactured by Alcon, and Travo-Z, manufactured by Micro Labs."	Cataract	
Travoprost (Travatan)	Also known as Travatan	"Travoprost ophthalmic solution is a topical medication used for controlling the progression of glaucoma or ocular hypertension, by reducing intraocular pressure. It is a synthetic prostaglandin analog (or more specifically, an analog of prostaglandin F2_) that works by increasing the outflow of aqueous fluid from the eyes. It is also known by the brand names of Travatan and Travatan Z, manufactured by Alcon, and Travo-Z, manufactured by Micro Labs."	Dry eye of unknown cause	
Travoprost (Travatan)	Also known as Travatan	"Travoprost ophthalmic solution is a topical medication used for controlling the progression of glaucoma or ocular hypertension, by reducing intraocular pressure. It is a synthetic prostaglandin analog (or more specifically, an analog of prostaglandin F2_) that works by increasing the outflow of aqueous fluid from the eyes. It is also known by the brand names of Travatan and Travatan Z, manufactured by Alcon, and Travo-Z, manufactured by Micro Labs."	Diminished vision	
Travoprost (Travatan)	Also known as Travatan	"Travoprost ophthalmic solution is a topical medication used for controlling the progression of glaucoma or ocular hypertension, by reducing intraocular pressure. It is a synthetic prostaglandin analog (or more specifically, an analog of prostaglandin F2_) that works by increasing the outflow of aqueous fluid from the eyes. It is also known by the brand names of Travatan and Travatan Z, manufactured by Alcon, and Travo-Z, manufactured by Micro Labs."	Glaucoma	
Travoprost (Travatan)	Also known as Travatan	"Travoprost ophthalmic solution is a topical medication used for controlling the progression of glaucoma or ocular hypertension, by reducing intraocular pressure. It is a synthetic prostaglandin analog (or more specifically, an analog of prostaglandin F2_) that works by increasing the outflow of aqueous fluid from the eyes. It is also known by the brand names of Travatan and Travatan Z, manufactured by Alcon, and Travo-Z, manufactured by Micro Labs."	Symptoms of eye	
Travoprost (Travatan)	Also known as Travatan	"Travoprost ophthalmic solution is a topical medication used for controlling the progression of glaucoma or ocular hypertension, by reducing intraocular pressure. It is a synthetic prostaglandin analog (or more specifically, an analog of prostaglandin F2_) that works by increasing the outflow of aqueous fluid from the eyes. It is also known by the brand names of Travatan and Travatan Z, manufactured by Alcon, and Travo-Z, manufactured by Micro Labs."	Acute glaucoma	
Travoprost (Travatan)	Also known as Travatan	"Travoprost ophthalmic solution is a topical medication used for controlling the progression of glaucoma or ocular hypertension, by reducing intraocular pressure. It is a synthetic prostaglandin analog (or more specifically, an analog of prostaglandin F2_) that works by increasing the outflow of aqueous fluid from the eyes. It is also known by the brand names of Travatan and Travatan Z, manufactured by Alcon, and Travo-Z, manufactured by Micro Labs."	Chronic glaucoma	
Travoprost (Travatan)	Also known as Travatan	"Travoprost ophthalmic solution is a topical medication used for controlling the progression of glaucoma or ocular hypertension, by reducing intraocular pressure. It is a synthetic prostaglandin analog (or more specifically, an analog of prostaglandin F2_) that works by increasing the outflow of aqueous fluid from the eyes. It is also known by the brand names of Travatan and Travatan Z, manufactured by Alcon, and Travo-Z, manufactured by Micro Labs."	Macular degeneration	
Atropine (Uaa)	"Also known as Lomotil, Isopto Atropine, Donnatal, Antispas, Antrocol, Atrohist Plus, Atropine-Care, Atropisol, Atrosept, and Barbidonna"	"Atropine is a naturally occurring tropane alkaloid extracted from deadly nightshade (Atropa belladonna), Jimson weed (Datura stramonium), mandrake (Mandragora officinarum) and other plants of the family Solanaceae. It is a secondary metabolite of these plants and serves as a drug with a wide variety of effects."	Amblyopia	
Atropine (Uaa)	"Also known as Lomotil, Isopto Atropine, Donnatal, Antispas, Antrocol, Atrohist Plus, Atropine-Care, Atropisol, Atrosept, and Barbidonna"	"Atropine is a naturally occurring tropane alkaloid extracted from deadly nightshade (Atropa belladonna), Jimson weed (Datura stramonium), mandrake (Mandragora officinarum) and other plants of the family Solanaceae. It is a secondary metabolite of these plants and serves as a drug with a wide variety of effects."	Eye alignment disorder	
Atropine (Uaa)	"Also known as Lomotil, Isopto Atropine, Donnatal, Antispas, Antrocol, Atrohist Plus, Atropine-Care, Atropisol, Atrosept, and Barbidonna"	"Atropine is a naturally occurring tropane alkaloid extracted from deadly nightshade (Atropa belladonna), Jimson weed (Datura stramonium), mandrake (Mandragora officinarum) and other plants of the family Solanaceae. It is a secondary metabolite of these plants and serves as a drug with a wide variety of effects."	Pain in eye	
Atropine (Uaa)	"Also known as Lomotil, Isopto Atropine, Donnatal, Antispas, Antrocol, Atrohist Plus, Atropine-Care, Atropisol, Atrosept, and Barbidonna"	"Atropine is a naturally occurring tropane alkaloid extracted from deadly nightshade (Atropa belladonna), Jimson weed (Datura stramonium), mandrake (Mandragora officinarum) and other plants of the family Solanaceae. It is a secondary metabolite of these plants and serves as a drug with a wide variety of effects."	Retinal detachment	
Atropine (Uaa)	"Also known as Lomotil, Isopto Atropine, Donnatal, Antispas, Antrocol, Atrohist Plus, Atropine-Care, Atropisol, Atrosept, and Barbidonna"	"Atropine is a naturally occurring tropane alkaloid extracted from deadly nightshade (Atropa belladonna), Jimson weed (Datura stramonium), mandrake (Mandragora officinarum) and other plants of the family Solanaceae. It is a secondary metabolite of these plants and serves as a drug with a wide variety of effects."	Colorectal cancer	
Atropine (Uaa)	"Also known as Lomotil, Isopto Atropine, Donnatal, Antispas, Antrocol, Atrohist Plus, Atropine-Care, Atropisol, Atrosept, and Barbidonna"	"Atropine is a naturally occurring tropane alkaloid extracted from deadly nightshade (Atropa belladonna), Jimson weed (Datura stramonium), mandrake (Mandragora officinarum) and other plants of the family Solanaceae. It is a secondary metabolite of these plants and serves as a drug with a wide variety of effects."	Iridocyclitis	
Atropine (Uaa)	"Also known as Lomotil, Isopto Atropine, Donnatal, Antispas, Antrocol, Atrohist Plus, Atropine-Care, Atropisol, Atrosept, and Barbidonna"	"Atropine is a naturally occurring tropane alkaloid extracted from deadly nightshade (Atropa belladonna), Jimson weed (Datura stramonium), mandrake (Mandragora officinarum) and other plants of the family Solanaceae. It is a secondary metabolite of these plants and serves as a drug with a wide variety of effects."	Sinus bradycardia	
Atropine (Uaa)	"Also known as Lomotil, Isopto Atropine, Donnatal, Antispas, Antrocol, Atrohist Plus, Atropine-Care, Atropisol, Atrosept, and Barbidonna"	"Atropine is a naturally occurring tropane alkaloid extracted from deadly nightshade (Atropa belladonna), Jimson weed (Datura stramonium), mandrake (Mandragora officinarum) and other plants of the family Solanaceae. It is a secondary metabolite of these plants and serves as a drug with a wide variety of effects."	Cardiac arrest	
Guaifenesin (Mucinex)	Also known as Mucinex	"Guaifenesin INN  or guaiphenesin (former BAN), also glyceryl guaiacolate, is an expectorant drug sold over the counter and usually taken orally to assist the bringing up (expectoration) of phlegm from the airways in acute respiratory tract infections."	Chronic obstructive pulmonary disease (COPD)	
Guaifenesin (Mucinex)	Also known as Mucinex	"Guaifenesin INN  or guaiphenesin (former BAN), also glyceryl guaiacolate, is an expectorant drug sold over the counter and usually taken orally to assist the bringing up (expectoration) of phlegm from the airways in acute respiratory tract infections."	Acute sinusitis	
Guaifenesin (Mucinex)	Also known as Mucinex	"Guaifenesin INN  or guaiphenesin (former BAN), also glyceryl guaiacolate, is an expectorant drug sold over the counter and usually taken orally to assist the bringing up (expectoration) of phlegm from the airways in acute respiratory tract infections."	Acute bronchitis	
Guaifenesin (Mucinex)	Also known as Mucinex	"Guaifenesin INN  or guaiphenesin (former BAN), also glyceryl guaiacolate, is an expectorant drug sold over the counter and usually taken orally to assist the bringing up (expectoration) of phlegm from the airways in acute respiratory tract infections."	Cough	
Guaifenesin (Mucinex)	Also known as Mucinex	"Guaifenesin INN  or guaiphenesin (former BAN), also glyceryl guaiacolate, is an expectorant drug sold over the counter and usually taken orally to assist the bringing up (expectoration) of phlegm from the airways in acute respiratory tract infections."	Coryza	
