meds	meds-href	title	other_names	desc	diseases	side_effects
Glimepiride	http://www.symcat.com/medications/glimepiride	Glimepiride	Also known as Amaryl	"Glimepiride is a medium- to long-acting sulfonylurea antidiabetic drug. It is marketed as Amaryl by Sanofi-Aventis, GLIMPID by Ranbaxy Laboratories(Cardiovascular) and GLIMY by Dr.Reddy's Labs."	Diabetic kidney disease	
Modafinil	http://www.symcat.com/medications/modafinil	Modafinil (Provigil)	Also known as Provigil	"Modafinil is an eugeroic drug. It is approved by the United States' Food and Drug Administration (FDA) for the treatment of narcolepsy, shift work sleep disorder and excessive daytime sleepiness associated with obstructive sleep apnea."		Shortness of breath
Valacyclovir	http://www.symcat.com/medications/valacyclovir	Valacyclovir (Valtrex)	Also known as Valtrex	"Valaciclovir (INN) or valacyclovir (USAN) is an antiviral drug used in the management of herpes simplex, herpes zoster (shingles), and herpes B. It is a prodrug, being converted in vivo to aciclovir. It is marketed by GlaxoSmithKline under the trade names Valtrex and Zelitrex. Valaciclovir has been available as a generic drug in the U.S. since November 25, 2009."		Headache
Aripiprazole	http://www.symcat.com/medications/aripiprazole	Aripiprazole (Abilify)	Also known as Abilify	"Aripiprazole  is a partial dopamine agonist of the second generation class of atypical antipsychotics with additional antidepressant properties that is primarily used in the treatment of schizophrenia, bipolar disorder, and major depressive disorder. It was approved by the U.S. Food and Drug Administration (FDA) for schizophrenia on November 15, 2002 and the European Medicines Agency on 4 June 2004; for acute manic and mixed episodes associated with bipolar disorder on October 1, 2004; as an adjunct for major depressive disorder on November 20, 2007; and to treat irritability in children with autism on 20 November 2009. Aripiprazole was developed by Otsuka in Japan, and in the United States, Otsuka America markets it jointly with Bristol-Myers Squibb."		Headache
Sumatriptan	http://www.symcat.com/medications/sumatriptan	Sumatriptan (Imitrex)	"Also known as Treximet, Imigran, Imitrex, Trexima, Sumavel Dosepro, and Alsuma"	"Sumatriptan is a synthetic drug belonging to the triptan class, used for the treatment of migraine headaches. Structurally, it is an analog of the naturally occurring neuro-active alkaloids dimethyltryptamine (DMT), bufotenine, and 5-methoxy-dimethyltryptamine, with an N-methyl sulfonamidomethyl- group at position C-5 on the indole ring."	Blastomycosis	
Venlafaxine	http://www.symcat.com/medications/venlafaxine	Venlafaxine (Effexor)	Also known as Effexor	"Venlafaxine (brand name: Effexor or Efexor) is an antidepressant of the serotonin-norepinephrine reuptake inhibitor (SNRI) class. First introduced by Wyeth in 1993, now marketed by Pfizer, it is licensed for the treatment of major depressive disorder (MDD), as a treatment for generalized anxiety disorder, and comorbid indications in certain anxiety disorders with depression. In 2007, venlafaxine was the sixth most commonly prescribed antidepressant on the U.S. retail market, with 17.2 million prescriptions."		Insomnia
Pramipexole	http://www.symcat.com/medications/pramipexole	Pramipexole (Mirapex)	Also known as Mirapex	"Pramipexole (Mirapex, Mirapexin, Sifrol) is a dopamine agonist of the non-ergoline class indicated for treating early-stage Parkinson's disease (PD) and restless legs syndrome (RLS). It is also sometimes used off-label as a treatment for cluster headache and to counteract problems with sexual dysfunction experienced by some users of selective serotonin reuptake inhibitor (SSRI) antidepressants. Pramipexole has shown robust effects on pilot studies in a placebo-controlled proof of concept study in bipolar disorder.   It is also being investigated for the treatment of clinical depression and fibromyalgia."		Insomnia
Rabeprazole	http://www.symcat.com/medications/rabeprazole	Rabeprazole (Aciphex)	Also known as Pariet and Aciphex	"Rabeprazole /_ræ._b_p.ræ.z__l/ is an antiulcer drug in the class of proton pump inhibitors. It was developed by Eisai Co. and is marketed by Janssen-Cilag as rabeprazole sodium under the brand names AcipHex (/_æs_f_ks/, referring to pH) in the US, Pariet in Europe, Brazil, Canada, Japan, Russia and Australia, and Razo, Parit and Orpro in India."		
Cyclobenzaprine	http://www.symcat.com/medications/cyclobenzaprine	Cyclobenzaprine	Also known as Amrix	"Cyclobenzaprine, brand name Flexeril, is a muscle relaxant medication used to relieve skeletal muscle spasms and associated pain in acute musculoskeletal conditions. It is the best-studied drug for this application, and it also has been used off-label for fibromyalgia treatment. A new bedtime formulation of cyclobenzaprine is under development for the management of fibromyalgia syndrome."		Constipation
Olanzapine	http://www.symcat.com/medications/olanzapine	Olanzapine (Zyprexa)	Also known as Zyprexa	"Olanzapine (trade name Zyprexa or in combination with fluoxetine Symbyax) is an atypical antipsychotic, approved by the U.S. Food and Drug Administration (FDA) for the treatment of schizophrenia and bipolar disorder. Olanzapine is structurally similar to clozapine, but is classified as a thienobenzodiazepine. The olanzapine formulations are manufactured and marketed by the pharmaceutical company Eli Lilly and Company; the drug went generic in 2011. Sales of Zyprexa in 2008 were $2.2B in the US alone, and $4.7B in total."		Peripheral edema
Acetaminophen	http://www.symcat.com/medications/acetaminophen	Acetaminophen	Also known as Tylenol	"Paracetamol INN , or acetaminophen USAN i/__si_t__m_n_f_n/, chemically named N-acetyl-p-aminophenol, is a widely used over-the-counter analgesic (pain reliever) and antipyretic (fever reducer)."	Dengue fever	
Terazosin	http://www.symcat.com/medications/terazosin	Terazosin	"Also known as Hytrin, Terazoosin, and Terazoisin"	"Terazosin (marketed as Hytrin or Zayasel) is a selective alpha 1 antagonist used for treatment of symptoms of an enlarged prostate (BPH). It also acts to lower the blood pressure, and is therefore a drug of choice for men with hypertension and prostate enlargement."		Increased heart rate
Insulin	http://www.symcat.com/medications/insulin	Insulin	"Also known as Insulin, Regular, Humulin R, and Novolin R"	"Insulin is a peptide hormone, produced by beta cells of the pancreas, and is central to regulating carbohydrate and fat metabolism in the body. Insulin causes cells in the liver, skeletal muscles, and fat tissue to absorb glucose from the blood. In the liver and skeletal muscles, glucose is stored as glycogen, and in fat cells (adipocytes) it is stored as triglycerides."		Cataract
Esomeprazole	http://www.symcat.com/medications/esomeprazole	Esomeprazole (Nexium)	"Also known as Vimovo 375/20, Vimovo 500/20, and Nexium"	"Esomeprazole (/i_s__m_pr_zo_l/) is a proton pump inhibitor (brand name Nexium) which reduces acid secretion through inhibition of the H+ / K+ ATPase in gastric parietal cells. By inhibiting the functioning of this transporter, the drug prevents formation of gastric acid."		Itching of unknown cause
Tramadol	http://www.symcat.com/medications/tramadol	Tramadol	Also known as Ryzolt	"Tramadol hydrochloride (trademarked as Conzip, Ryzolt, Ultracet, Ultram in the USA, Ralivia, Zytram XL Durella{CR-100/200 mg} in Canada or Adolonta in Spain) is a centrally acting synthetic analgesic used to treat moderate to moderately severe pain. The drug has a wide range of applications, including treatment of rheumatoid arthritis, restless legs syndrome, motor neurone disease and fibromyalgia. It was launched and marketed as Tramal by the German pharmaceutical company Grünenthal GmbH in 1977."	Cytomegalovirus infection	
Tamoxifen	http://www.symcat.com/medications/tamoxifen	Tamoxifen	"Also known as Emblon, Fentamox, Nolvadex-D, Oestrifen, Tamofen, Nolvadex, Noltam, and Soltamox"	"Tamoxifen is an antagonist of the estrogen receptor in breast tissue via its active metabolite, hydroxytamoxifen. In other tissues such as the endometrium, it behaves as an agonist, and thus may be characterized as a mixed agonist/antagonist. Tamoxifen is the usual endocrine (anti-estrogen) therapy for hormone receptor-positive breast cancer in pre-menopausal women, and is also a standard in post-menopausal women although aromatase inhibitors are also frequently used in that setting."		Vaginal bleeding
Olanzapine	http://www.symcat.com/medications/olanzapine	Olanzapine (Zyprexa)	Also known as Zyprexa	"Olanzapine (trade name Zyprexa or in combination with fluoxetine Symbyax) is an atypical antipsychotic, approved by the U.S. Food and Drug Administration (FDA) for the treatment of schizophrenia and bipolar disorder. Olanzapine is structurally similar to clozapine, but is classified as a thienobenzodiazepine. The olanzapine formulations are manufactured and marketed by the pharmaceutical company Eli Lilly and Company; the drug went generic in 2011. Sales of Zyprexa in 2008 were $2.2B in the US alone, and $4.7B in total."		Personality disorder
Gemfibrozil	http://www.symcat.com/medications/gemfibrozil	Gemfibrozil	Also known as Lopid	"Gemfibrozil is the generic name for an oral drug used to lower lipid levels. It belongs to a group of drugs known as fibrates. It is most commonly sold as the brand name, Lopid. Other brand names include Jezil and Gen-Fibro."		Eczema
Triamterene	http://www.symcat.com/medications/triamterene	Triamterene	Also known as Dyrenium	"Triamterene (trade name Dyrenium) is a potassium-sparing diuretic used in combination with thiazide diuretics for the treatment of hypertension and edema. In combination with hydrochlorothiazide, it is marketed under the names Maxzide and Dyazide."	Heart block	
Diclofenac	http://www.symcat.com/medications/diclofenac	Diclofenac	"Also known as Voltarol, Flector, Dicloflex, Dicloflex Retard, Diclomax Retard, Diclomax Sr, Diclozip, Flamrase, Flamrase Sr, and Isclofen"	Diclofenac (cf. INN with trade names) is a nonsteroidal anti-inflammatory drug (NSAID) taken to reduce inflammation and as an analgesic reducing pain in certain conditions.		Upper abdominal pain
Fentanyl	http://www.symcat.com/medications/fentanyl	Fentanyl	"Also known as Duragesic, Abstral, Sublimaze, and Actiq"	"Fentanyl (also known as fentanil, brand names Sublimaze, Actiq, Durogesic, Duragesic, Fentora, Matrifen, Haldid, Onsolis, Instanyl, Abstral, Lazanda and others) is a potent, synthetic opioid analgesic with a rapid onset and short duration of action. It is a strong agonist at the _-opioid receptors. Historically it has been used to treat breakthrough pain and is commonly used in pre-procedures as a pain reliever as well as an anesthetic in combination with a benzodiazepine."		Itching of unknown cause
Hydrocortisone Topical	http://www.symcat.com/medications/hydrocortisone-topical	Hydrocortisone Topical	null	Hydrocortisone Topical is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Itching of skin	
Silver Sulfadiazine Topical	http://www.symcat.com/medications/silver-sulfadiazine-topical	Silver Sulfadiazine Topical	null	Silver Sulfadiazine Topical is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Peripheral arterial disease	
Meperidine	http://www.symcat.com/medications/meperidine	Meperidine (Demerol)	"Also known as Pethilorfan, Mepergan, Mepergan Fortis, Meprozine, and Demerol"	Pethidine (INN) or meperidine hydrochloride (USAN) (commonly referred to as Demerol in the US but also referred to as: isonipecaine; lidol; pethanol; piridosal; Algil; Alodan; Centralgin; Dispadol; Dolantin; Mialgin (in Indonesia); Petidin Dolargan (in Poland); Dolestine; Dolosal; Dolsin; Mefedina) is a fast-acting opioid analgesic drug.		
Cefdinir	http://www.symcat.com/medications/cefdinir	Cefdinir	Also known as Omnicef and Omnicef Omni-Pac	"Cefdinir is a third generation oral cephalosporin antibiotic. It was discovered by Fujisawa Pharmaceutical Co., Ltd. ""Fujisawa"" (now Astellas) and introduced in 1991 under the brand name Cefzon. Warner-Lambert licensed this cephalosporin, cefdinir, for marketing in US from Fujisawa, Japan. Abbott obtained U.S. marketing rights to Omnicef (Cefdinir) in December 1998 through an agreement with Warner-Lambert Company. It was approved by FDA on Dec 4, 1997. It is available in US as Omnicef by Abbott Laboratories and in India as Cednir by Abbott and Cefdiel by Ranbaxy."	Otitis media	
Magnesium Sulfate	http://www.symcat.com/medications/magnesium-sulfate	Magnesium Sulfate	"Also known as Rightstep, Elliotts B, Hemocyte Plus, Ferrocite Plus, Eldertonic, Sulfamag, Tis-U-Sol, Fletchers Magnesium Sulfate, and Ellis Tonic"	"Magnesium sulfate (or magnesium sulphate) is an inorganic salt (chemical compound) containing magnesium, sulfur and oxygen, with the formula MgSO4. It is often encountered as the heptahydrate sulfate mineral epsomite (MgSO4·7H2O), commonly called Epsom salt, named for a bitter saline spring from the town of Epsom in Surrey, England, where the salt was produced from the springs that arise where the porous chalk of the North Downs meets non-porous London clay. Epsom salt occurs naturally as a pure mineral. Another hydrate form is kieserite."		
Pravastatin	http://www.symcat.com/medications/pravastatin	Pravastatin	Also known as Pravachol	"Pravastatin (marketed as Pravachol or Selektine) is a member of the drug class of statins, used in combination with diet, exercise, and weight-loss for lowering cholesterol and preventing cardiovascular disease."		Heartburn
Bupropion	http://www.symcat.com/medications/bupropion	Bupropion (Wellbutrin)	Also known as Wellbutrin and Zyban	"Bupropion (/bju__pro_pi._n/ bew-PROH-pee-on; marketed as Wellbutrin, Zyban, Voxra, Budeprion, Prexaton, Elontril or Aplenzin; and formerly known as amfebutamone) is an atypical antidepressant and smoking cessation aid. Its chemical name is 3-chloro-N-tert-butyl-_-ketoamphetamine, a substituted cathinone (_-ketoamphetamine), as well as substituted amphetamine. The drug therefore is a mild psychostimulant. Its primary pharmacological action is norepinephrine-dopamine reuptake inhibition. It binds selectively to the dopamine transporter, but its behavioural effects have often been attributed to its inhibition of norepinephrine reuptake. It also acts as a nicotinic acetylcholine receptor antagonist. Bupropion belongs to the chemical class of aminoketones and is similar in structure to stimulants cathinone and diethylpropion, and to phenethylamines in general. Medically, bupropion serves as a non-tricyclic antidepressant fundamentally different to most commonly prescribed antidepressants such as SSRIs."	Bipolar disorder	
Memantine	http://www.symcat.com/medications/memantine	Memantine (Namenda)	Also known as Namenda	"Memantine is the first in a novel class of Alzheimer's disease medications acting on the glutamatergic system by blocking NMDA-type glutamate receptors. It was first synthesized by Eli Lilly and Company in 1968. Memantine is marketed under the brands Axura and Akatinol by Merz, Namenda by Forest, Ebixa and Abixa by Lundbeck and Memox by Unipharm. Memantine has been shown to have a modest effect in moderate-to-severe Alzheimer's disease  and in dementia with Lewy bodies. Despite years of research, there is little evidence of effect in mild Alzheimer's disease."		Involuntary urination
Glyburide	http://www.symcat.com/medications/glyburide	Glyburide	Also known as Micronase and Diabeta	"Glibenclamide (INN), also known as glyburide (USAN), is an antidiabetic drug in a class of medications known as sulfonylureas, closely related to sulfa drugs. It was developed in 1966 in a cooperative study between Boehringer Mannheim (now part of Roche) and Hoechst (now part of Sanofi-Aventis)."	Gestational diabetes	
Tamsulosin	http://www.symcat.com/medications/tamsulosin	Tamsulosin (Flomax)	"Also known as Flomax Mr, Flomax, and Jalyn"	"Tamsulosin (rINN)  is a treatment for difficult urination, a common symptom of enlarged prostate. Tamsulosin, and other medications in the class called alpha blockers, work by relaxing bladder neck muscles and muscle fibers in the prostate itself and make it easier to urinate."	Prostate cancer	
Insulin Glargine	http://www.symcat.com/medications/insulin-glargine	Insulin Glargine (Lantus)	Also known as Lantus	"Insulin glargine, marketed by Sanofi-Aventis under the name Lantus, is a long-acting basal insulin analogue, given once daily to help control the blood sugar level of those with diabetes. It consists of microcrystals that slowly release insulin, giving a long duration of action of 18 to 26 hours, with a ""peakless"" profile (according to the insulin glargine package insert). Pharmacokinetically, it resembles basal insulin secretion of non-diabetic pancreatic beta cells. Sometimes, in type 2 diabetes and in combination with a short acting sulfonylurea (drugs which stimulate the pancreas to make more insulin), it can offer moderate control of serum glucose levels. In the absence of endogenous insulin—type 1 diabetes, depleted type 2 (in some cases) or latent autoimmune diabetes of adults in late stage—insulin glargine needs the support of fast acting insulin taken with food to reduce the effect of prandially derived glucose."	Diabetic retinopathy	
Human Papillomavirus Vaccine	http://www.symcat.com/medications/human-papillomavirus-vaccine	Human Papillomavirus Vaccine (Hpv)	"Also known as Human Papilloma Virus Vaccine, Hpv, Recombinant Human Papilloma Virus Vaccine, and Hpv Vaccine"	"Human papillomavirus (HPV) is a virus from the papillomavirus family that is capable of infecting humans. Like all papillomaviruses, HPVs establish productive infections only in keratinocytes of the skin or mucous membranes. While the majority of the known types of HPV cause no symptoms in most people, some types can cause warts (verrucae), while others can – in a minority of cases – lead to cancers of the cervix, vulva, vagina, penis, oropharynx and anus. Recently, HPV has been linked with an increased risk of cardiovascular disease. In addition, HPV 16 and 18 infections are strongly associated with an increased odds ratio of developing oropharyngeal (throat) cancer."	Blastomycosis	
Cyclobenzaprine	http://www.symcat.com/medications/cyclobenzaprine	Cyclobenzaprine	Also known as Amrix	"Cyclobenzaprine, brand name Flexeril, is a muscle relaxant medication used to relieve skeletal muscle spasms and associated pain in acute musculoskeletal conditions. It is the best-studied drug for this application, and it also has been used off-label for fibromyalgia treatment. A new bedtime formulation of cyclobenzaprine is under development for the management of fibromyalgia syndrome."		Sleepiness
Triamcinolone	http://www.symcat.com/medications/triamcinolone	Triamcinolone	Also known as Aristocort	"Triamcinolone is a long-acting synthetic corticosteroid given orally, by injection, by inhalation, or as a topical ointment or cream."	Skin rash	
Meclizine	http://www.symcat.com/medications/meclizine	Meclizine	"Also known as Bonine, Ru-Vert-M, Antivert, D-Vert, Driminate Ii, Meclicot, Medivert, Meni-D, Travel-Ease, and Bonikraft"	"Meclozine (INN, or meclizine) is an antihistamine considered to be an antiemetic. It is sold under the brand names Bonine, Bonamine, Antivert, Postafen, Sea Legs, and Dramamine (Less Drowsy Formulation). Emesafene is a combination of meclozine (1/3) and pyridoxine (2/3). In Canada, Antivert Tab (which is no longer available) was a combination of meclozine and nicotinic acid."	Benign paroxysmal positional vertical (BPPV)	
Medroxyprogesterone	http://www.symcat.com/medications/medroxyprogesterone	Medroxyprogesterone	Also known as Curretab	"Medroxyprogesterone (INN, BAN), also known as 17_-hydroxy-6_-methylprogesterone, and abbreviated as MP, is a steroidal progestin drug which was never marketed for use in humans. An acylated derivative, medroxyprogesterone acetate (MPA), is clinically used as a pharmaceutical medicine. Compared to MPA, MP is over two orders of magnitude less potent as a progestogen. As such, MP itself is not used clinically, though it has seen limited use in veterinary medicine under the trade name Controlestril in France. In addition, it is an metabolite of MPA."		Peripheral edema
Dexmethylphenidate	http://www.symcat.com/medications/dexmethylphenidate	Dexmethylphenidate (Focalin)	Also known as Focalin	"Dexmethylphenidate, otherwise known as d-threo-methylphenidate (D-TMP), is the dextrorotatory enantiomer of methylphenidate. It is a norepinephrine-dopamine reuptake inhibitor (NDRI) and releasing agent and thus a psychostimulant, which affects the CNS. Dexmethylphenidate is sold as Focalin by Novartis, as Attenade by Celgene and as a generic drug by Teva."		Palpitations
Dexmethylphenidate	http://www.symcat.com/medications/dexmethylphenidate	Dexmethylphenidate (Focalin)	Also known as Focalin	"Dexmethylphenidate, otherwise known as d-threo-methylphenidate (D-TMP), is the dextrorotatory enantiomer of methylphenidate. It is a norepinephrine-dopamine reuptake inhibitor (NDRI) and releasing agent and thus a psychostimulant, which affects the CNS. Dexmethylphenidate is sold as Focalin by Novartis, as Attenade by Celgene and as a generic drug by Teva."	Excessive anger	
Temazepam	http://www.symcat.com/medications/temazepam	Temazepam	"Also known as Normison, Euhypnos, Restoril, and Temazepam Gelthix"	"Temazepam (brand names Restoril - 15 mg/30 mg and Normison, among others) is a intermediate-acting 3-hydroxy hypnotic of the benzodiazepine class of psychoactive drugs. Temazepam is approved for the short-term treatment of insomnia. In addition, temazepam has anxiolytic (anti-anxiety), anticonvulsant, and skeletal muscle relaxant properties."	Insomnia	
Diazepam	http://www.symcat.com/medications/diazepam	Diazepam (Valium)	Also known as Valium	"Diazepam , first marketed as Valium  by Hoffmann-La Roche, is a benzodiazepine drug."	"Muscle cramps, contractures, or spasms"	
Memantine	http://www.symcat.com/medications/memantine	Memantine (Namenda)	Also known as Namenda	"Memantine is the first in a novel class of Alzheimer's disease medications acting on the glutamatergic system by blocking NMDA-type glutamate receptors. It was first synthesized by Eli Lilly and Company in 1968. Memantine is marketed under the brands Axura and Akatinol by Merz, Namenda by Forest, Ebixa and Abixa by Lundbeck and Memox by Unipharm. Memantine has been shown to have a modest effect in moderate-to-severe Alzheimer's disease  and in dementia with Lewy bodies. Despite years of research, there is little evidence of effect in mild Alzheimer's disease."	Lewy body dementia	
Clonidine	http://www.symcat.com/medications/clonidine	Clonidine	"Also known as Clorpres 0.1/15, Clorpres 0.2/15, Clorpres 0.3/15, Combipres 0.1/15, Combipres 0.2/15, Combipres 0.3/15, Dixarit, Catapres, Catapres-Tts-1, and Catapres-Tts-2"	"Clonidine (trade name Kapvay or Nexiclon) is a sympatholytic medication used to treat high blood pressure, ADHD, anxiety/panic disorder, and certain pain conditions. It is classified as a centrally acting _2 adrenergic agonist. An alternative hypothesis that has been proposed is that clonidine acts centrally as an imidazoline receptor agonist."		Otitis media
Lorazepam	http://www.symcat.com/medications/lorazepam	Lorazepam	Also known as Ativan	"Lorazepam (trademarked as Ativan) is a high-potency, intermediate-duration, 3-hydroxy benzodiazepine drug, often used as a sedative. Lorazepam has all six intrinsic benzodiazepine effects: anxiolysis, anterograde amnesia, sedation/hypnosis, anticonvulsion, antiemesis and muscle relaxation. Lorazepam is used for the short-term treatment of anxiety, insomnia, acute seizures including status epilepticus, and sedation of hospitalized patients, as well as sedation of aggressive patients."	Alcohol withdrawal	
Docusate	http://www.symcat.com/medications/docusate	Docusate (Colace)	"Also known as Citranatal Harmony, Nexa Select, Prenexa Premier, Hemax, Ferralet 90, Ferraplus, Therevac Plus, Enemeez Plus, Ferro-Sequels, and Gentlax S"	"Dioctyl sodium sulfosuccinate or docusate sodium (INN, pron.: /_d_kju_se_t/) – often referred to as DSS, Aerosol OT or AOT – is a common ingredient in consumer products, especially laxatives of the stool softener type. It is also used as an emulsifying, wetting, and dispersing agent, as a pesticide, as well as a component of the oil dispersant Corexit which was used in the Deepwater Horizon oil spill of 2010. It is an anionic surfactant, a substance that lowers the surface tension of water."	Anal fissure	
"Estrogens, Conjugated (Usp)"	http://www.symcat.com/medications/estrogens-conjugated-usp	"Estrogens, Conjugated (Usp) (Premarin)"	Also known as Premarin	"Premarin is the commercial name for a medication consisting primarily of conjugated estrogens. Isolated from mares' urine (pregnant mares' urine), it is manufactured by Wyeth Pharmaceuticals (part of Pfizer since January 2009) and has been marketed since 1942. It is available in oral (0.3/_0.45/_0.625/_0.9/_1.25 mg), IV, and topical (vaginal) form."		
Alendronate	http://www.symcat.com/medications/alendronate	Alendronate	Also known as (4-Amino-1-Hydroxybutylidene)Bisphosphonic Acid and Alendronic Acid	"Alendronic acid (INN) or alendronate sodium (USAN) — sold as Fosamax by Merck — is a bisphosphonate drug used for osteoporosis and several other bone diseases. It is marketed alone as well as in combination with vitamin D (2,800 IU and 5600 IU, under the name Fosamax+D). Merck's U.S. patent on alendronate expired in 2008 and Merck lost a series of appeals to block a generic version of the drug from being certified by the U.S. Food and Drug Administration (FDA)."	Anemia of chronic disease	
Escitalopram	http://www.symcat.com/medications/escitalopram	Escitalopram (Lexapro)	Also known as Lexapro	"Escitalopram (trade names Nexito, Anxiset-E (India), Exodus (Brazil), Esto (Israel), Lexapro, Cipralex, Seroplex, Elicea, Lexamil, Lexam, Entact (Greece), Losita (Bangladesh), Reposil (Chile), Animaxen (Colombia), Esitalo (Australia)), Lexamil (South Africa), is an antidepressant of the selective serotonin reuptake inhibitor (SSRI) class. It is approved by the U.S. Food and Drug Administration (FDA) for the treatment of adults and children over 12 years of age with major depressive disorder and generalized anxiety disorder. Escitalopram is the (S)-stereoisomer (enantiomer) of the earlier Lundbeck drug citalopram, hence the name escitalopram. Escitalopram is noted for its high selectivity with serotonin reuptake inhibition. The similarity between escitalopram and citalopram has led to accusations of ""evergreening"", an accusation that Lundbeck has rejected."		Indigestion
Escitalopram	http://www.symcat.com/medications/escitalopram	Escitalopram (Lexapro)	Also known as Lexapro	"Escitalopram (trade names Nexito, Anxiset-E (India), Exodus (Brazil), Esto (Israel), Lexapro, Cipralex, Seroplex, Elicea, Lexamil, Lexam, Entact (Greece), Losita (Bangladesh), Reposil (Chile), Animaxen (Colombia), Esitalo (Australia)), Lexamil (South Africa), is an antidepressant of the selective serotonin reuptake inhibitor (SSRI) class. It is approved by the U.S. Food and Drug Administration (FDA) for the treatment of adults and children over 12 years of age with major depressive disorder and generalized anxiety disorder. Escitalopram is the (S)-stereoisomer (enantiomer) of the earlier Lundbeck drug citalopram, hence the name escitalopram. Escitalopram is noted for its high selectivity with serotonin reuptake inhibition. The similarity between escitalopram and citalopram has led to accusations of ""evergreening"", an accusation that Lundbeck has rejected."	Dysthymic disorder	
Fexofenadine	http://www.symcat.com/medications/fexofenadine	Fexofenadine (Allegra)	"Also known as Allegra-D 24 Hour, Allegra-D 12 Hour, Wal-Fex D, Allegra, and Wal-Fex"	"Fexofenadine (trade names Allegra, Fexidine, Telfast, Fastofen, Tilfur, Vifas, Telfexo, Allerfexo) is an antihistamine pharmaceutical drug used in the treatment of hay fever, allergy symptoms, and urticaria."		Indigestion
Donepezil	http://www.symcat.com/medications/donepezil	Donepezil (Aricept)	Also known as Aricept	"Donepezil, marketed under the trade name Aricept by its developer Eisai and partner Pfizer, is a centrally acting reversible acetylcholinesterase inhibitor. Its main therapeutic use is in the palliative treatment of mild to moderate Alzheimer's disease. Common side effects include gastrointestinal upset. It has an oral bioavailability of 100% and easily crosses the blood–brain barrier. Because it has a half-life of about 70 hours, it can be taken once a day."	Delirium	
Tacrolimus	http://www.symcat.com/medications/tacrolimus	Tacrolimus (Prograf)	Also known as Prograf and Protopic	"Tacrolimus (also FK-506 or fujimycin, trade names Prograf, Advagraf, Protopic) is an immunosuppressive drug that is mainly used after allogeneic organ transplant to reduce the activity of the patient's immune system and so lower the risk of organ rejection. It is also used in a topical preparation in the treatment of atopic dermatitis (eczema), severe refractory uveitis after bone marrow transplants, exacerbations of minimal change disease, and the skin condition vitiligo."		Hyperkalemia
Lisinopril	http://www.symcat.com/medications/lisinopril	Lisinopril	Also known as Zestril and Prinivil	Lisinopril is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.		Headache
Terazosin	http://www.symcat.com/medications/terazosin	Terazosin	"Also known as Hytrin, Terazoosin, and Terazoisin"	"Terazosin (marketed as Hytrin or Zayasel) is a selective alpha 1 antagonist used for treatment of symptoms of an enlarged prostate (BPH). It also acts to lower the blood pressure, and is therefore a drug of choice for men with hypertension and prostate enlargement."	Benign prostatic hyperplasia (BPH)	
Fluoxetine	http://www.symcat.com/medications/fluoxetine	Fluoxetine (Prozac)	"Also known as Prozac, Prozac Weekly, Rapiflux, Sarafem, Reconcile, Symbyax 6/25, Symbyax 12/50, Symbyax 6/50, Symbyax 12/25, and Symbyax 3/25"	"Fluoxetine (also known by the tradenames Prozac, Sarafem, Fontex, among others) is an antidepressant of the selective serotonin reuptake inhibitor (SSRI) class. Fluoxetine was first documented in 1974 by scientists from Eli Lilly and Company. It was presented to the U.S. Food and Drug Administration in February 1977, with Eli Lilly receiving final approval to market the drug in December 1987. Fluoxetine went off-patent in August 2001."		Pharyngitis
Benztropine	http://www.symcat.com/medications/benztropine	Benztropine	Also known as Cogentin	"Benzatropine (INN), also known as benztropine (USAN, BAN), is an anticholinergic marketed under the trade name Cogentin which is used in the treatment of Parkinson's disease, Parkinsonism, and dystonia."	Developmental disability	
Tamoxifen	http://www.symcat.com/medications/tamoxifen	Tamoxifen	"Also known as Emblon, Fentamox, Nolvadex-D, Oestrifen, Tamofen, Nolvadex, Noltam, and Soltamox"	"Tamoxifen is an antagonist of the estrogen receptor in breast tissue via its active metabolite, hydroxytamoxifen. In other tissues such as the endometrium, it behaves as an agonist, and thus may be characterized as a mixed agonist/antagonist. Tamoxifen is the usual endocrine (anti-estrogen) therapy for hormone receptor-positive breast cancer in pre-menopausal women, and is also a standard in post-menopausal women although aromatase inhibitors are also frequently used in that setting."	Mastectomy	
Metaxalone	http://www.symcat.com/medications/metaxalone	Metaxalone (Skelaxin)	Also known as Skelaxin	"Metaxalone (marketed by King Pharmaceuticals under the brand name Skelaxin) is a muscle relaxant used to relax muscles and relieve pain caused by strains, sprains, and other musculoskeletal conditions. Its exact mechanism of action is not known, but it may be due to general central nervous system depression. It is considered to be a moderately strong muscle relaxant, with relatively low incidence of side effects. Skelaxin is available in an 800 mg scored tablet. Possible side effects include nausea, vomiting, drowsiness and CNS side effects, such as dizziness, headache, and irritability."		
Azelastine Nasal	http://www.symcat.com/medications/azelastine-nasal	Azelastine Nasal	null	Azelastine Nasal is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.		
